"TELE;-616;-500;15856;-361;-83;-135;18;0;20;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.17;-2.64;2.57;-1.17;-2.65;2.55;0;0;0;0;0.00;0.00;0;0;"
"TELE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;"
"TELE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;"
"TELE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;"
"TELE;-600;-596;15888;-295;-121;-103;19;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.25;-0.50;0.58;-0.25;-0.50;0.58;0;0;0;0;0.00;0.00;0;0;"
"TELE;-584;-344;15948;-396;-100;-142;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.49;-0.98;1.07;-0.49;-0.98;1.07;0;0;0;0;0.00;0.00;0;0;"
"TELE;-508;-272;16028;-353;-95;-148;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.65;-1.37;1.44;-0.65;-1.36;1.44;0;0;0;0;0.00;0.00;0;0;"
"TELE;-588;-412;15912;-351;-82;-142;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.65;-1.37;1.44;-0.65;-1.36;1.44;0;0;0;0;0.00;0.00;0;0;"
"TELE;-464;-492;15884;-377;-79;-109;19;0;19;20;18;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.78;-1.67;1.73;-0.78;-1.67;1.74;0;0;0;0;0.00;0.00;0;0;"
"TELE;-716;-544;15940;-383;-103;-140;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.85;-1.88;1.92;-0.85;-1.88;1.93;0;0;0;0;0.00;0.00;0;0;"
"TELE;-660;-400;15932;-357;-98;-150;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-0.98;-2.05;2.11;-0.97;-2.05;2.12;0;0;0;0;0.00;0.00;0;0;"
"TELE;-596;-440;15964;-367;-93;-139;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.05;-2.21;2.25;-1.04;-2.21;2.26;0;0;0;0;0.00;0.00;0;0;"
"TELE;-580;-416;15952;-354;-78;-161;18;0;19;19;18;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.05;-2.21;2.25;-1.04;-2.21;2.26;0;0;0;0;0.00;0.00;0;0;"
"TELE;-696;-432;15984;-356;-90;-153;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.09;-2.31;2.37;-1.09;-2.31;2.37;0;0;0;0;0.00;0.00;0;0;"
"TELE;-528;-468;15956;-360;-87;-147;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.16;-2.39;2.46;-1.16;-2.39;2.45;0;0;0;0;0.00;0.00;0;0;"
"TELE;-740;-364;15904;-339;-84;-148;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.20;-2.43;2.52;-1.19;-2.44;2.51;0;0;0;0;0.00;0.00;0;0;"
"TELE;-408;-748;15572;-305;-88;-96;19;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.27;-2.55;2.53;-1.27;-2.56;2.52;0;0;0;0;0.00;0.00;0;0;"
"TELE;-300;-424;15964;-408;-127;-133;19;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.27;-2.55;2.53;-1.27;-2.56;2.52;0;0;0;0;0.00;0.00;0;0;"
"TELE;-572;-460;15772;-360;-71;-185;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.24;-2.59;2.60;-1.23;-2.58;2.59;0;0;0;0;0.00;0.00;0;0;"
"TELE;-664;-480;15852;-386;-86;-175;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.27;-2.62;2.61;-1.29;-2.59;2.61;0;0;0;0;0.00;0.00;0;0;"
"TELE;-532;-388;15868;-351;-100;-114;19;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.28;-2.64;2.64;-1.28;-2.62;2.63;0;0;0;0;0.00;0.00;0;0;"
"TELE;-676;-448;15964;-352;-75;-141;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.30;-2.65;2.67;-1.30;-2.63;2.66;0;0;0;0;0.00;0.00;0;0;"
"TELE;-628;-380;15896;-375;-84;-133;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.30;-2.65;2.67;-1.30;-2.63;2.66;0;0;0;0;0.00;0.00;0;0;"
"TELE;-628;-432;15900;-349;-115;-138;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.32;-2.65;2.68;-1.31;-2.65;2.67;0;0;0;0;0.00;0.00;0;0;"
"TELE;-580;-380;15836;-345;-95;-160;19;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.32;-2.66;2.72;-1.32;-2.66;2.72;0;0;0;0;0.00;0.00;0;0;"
"TELE;-696;-452;15952;-386;-85;-120;18;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.31;-2.66;2.75;-1.31;-2.65;2.75;0;0;0;0;0.00;0.00;0;0;"
"TELE;-656;-452;15984;-358;-106;-153;18;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.33;-2.67;2.76;-1.33;-2.66;2.76;0;0;0;0;0.00;0.00;0;0;"
"TELE;-708;-468;16080;-372;-117;-107;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.33;-2.67;2.76;-1.33;-2.66;2.76;0;0;0;0;0.00;0.00;0;0;"
"TELE;-704;-452;15936;-367;-89;-147;19;0;20;19;18;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.31;-2.68;2.78;-1.28;-2.67;2.78;0;0;0;0;0.00;0.00;0;0;"
"TELE;-756;-408;16008;-350;-109;-134;18;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.36;-2.67;2.80;-1.34;-2.66;2.80;0;0;0;0;0.00;0.00;0;0;"
"TELE;-480;-484;15884;-350;-103;-149;18;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.37;-2.70;2.81;-1.35;-2.70;2.81;0;0;0;0;0.00;0.00;0;0;"
"TELE;-488;-432;16108;-357;-81;-142;19;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.37;-2.70;2.81;-1.35;-2.70;2.81;0;0;0;0;0.00;0.00;0;0;"
"TELE;-592;-444;15996;-362;-74;-142;19;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.32;-2.70;2.82;-1.30;-2.69;2.80;0;0;0;0;0.00;0.00;0;0;"
"TELE;-664;-392;15904;-351;-107;-170;18;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.36;-2.68;2.81;-1.35;-2.67;2.79;0;0;0;0;0.00;0.00;0;0;"
"TELE;-656;-488;16088;-369;-128;-142;18;0;20;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.40;-2.67;2.83;-1.39;-2.66;2.81;0;0;0;0;0.00;0.00;0;0;"
"TELE;-592;-404;16060;-359;-79;-129;19;0;19;20;18;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.38;-2.69;2.83;-1.37;-2.68;2.82;0;0;0;0;0.00;0.00;0;0;"
"TELE;-628;-480;16012;-358;-79;-149;19;0;19;20;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.38;-2.69;2.83;-1.37;-2.68;2.82;0;0;0;0;0.00;0.00;0;0;"
"TELE;-668;-420;15956;-371;-82;-148;19;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.36;-2.70;2.85;-1.35;-2.69;2.84;0;0;0;0;0.00;0.00;0;0;"
"TELE;-448;-356;15920;-393;-118;-126;18;0;19;19;19;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;-1.37;-2.72;2.85;-1.36;-2.72;2.84;0;0;0;0;0.00;0.00;0;0;"
